To check,CodeUnits,DESCRIPTION,EXTRA,TABLETS_PER_DAY,DAILY_DOSE,ALT_OTHER_MEDS,REP,REP2,THEN,DAYS,NUM2,DOSE2
x,1 TABLET(S) IMMEDIATELY DOSE ON FRIDAY 29 JULY,1tabletsimmediatelydoseonfriday29july,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETS IN MORNING,1tabletsinmorning,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETS IN MORNING AND 1 IN AFTERNOON,1tabletsinmorningand1inafternoon,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET(S) IN THE MORNING,1tabletsinthemorning,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET(S) IN THE MORNING,1tabletsinthemorning,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETS MANE;  1 TABLET AT MID-DAY VIA MDS,1tabletsmane1tabletatmiddayviamds,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETS MORNING,1tabletsmorning,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET(S) MORNING,1tabletsmorning,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETS MORNING ONE AT 12.00PM,1tabletsmorning1at1200pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETS MORNING ONE AT 12.00PM  Notes for patient: Please can you make an appointment fo,1tabletsmorning1at1200pmnotesforpatientpleasecanyoumakeanappointmentfo,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETS NOCTE,1tabletsnocte,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET(S) ON ALTERNATE DAYS,1tabletsonalternatedays,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
,1TABLETS ONCE A DAY,1tabletsonceaday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETS ONCE DAILY,1tabletsoncedaily,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1  TABLETS ONCE IN THE MORNING,1tabletsonceinthemorning,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET(S) TWICE A DAY,1tabletstwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET(S) TWICE A DAY,1tabletstwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETS TWICE A DAY,1tabletstwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET(S) TWICE A DAY AT 8AM AND 2PM,1tabletstwiceadayat8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET(S) TWICE A DAY FOR 10 DAYS,1tabletstwiceadayfor10days,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET(S) TWICE A DAY FOR 3 DAYS THEN 1 TABLET(S) DAILY FOR 4 DAYS,1tabletstwiceadayfor3daysthen1tabletsdailyfor4days,0,2,NA,NA,NA,NA,1,3,1,NA
,ONE TABLET(S) TWICE A DAY FOR A WEEK,1tabletstwiceadayforaweek,0,2,NA,NA,NA,NA,NA,7,NA,NA
,1 TABLET(S) TWICE A DAY  ( HALF DOSE AS EGFR 19),1tabletstwiceadayhalfdoseasegfr19,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,"1 TABLET(S) TWICE A DAY Instalments: cont till Aug '10, switch to doxycl",1tabletstwiceadayinstalmentsconttillaug10switchtodoxycl,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ONE  TABLETS TWICE A DAY  Notes for patient: please note dosage reduced to one mg bd as of,1tabletstwiceadaynotesforpatientpleasenotedosagereducedto1mgbdasof,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET(S) TWICE A DAY. START TRIMETHOPRIM WHEN THIS COURSE FINISHED,1tabletstwiceadaystarttrimethoprimwhenthiscoursefinished,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET(S) TWICE A DAY THEN AS DIRECTED,1tabletstwiceadaythenasdirected,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET(S) TWICE A DAY WHEN REQUIRED,1tabletstwiceadaywhenrequired,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TAKE AT NIGHT,1tablettakeatnight,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TDS,1tablettds,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET THEN TWO TABLETS ALTERNATE DAYS,1tabletthen2tabletsalternatedays,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,"1 TABLET THIS SATURDAY 7TH NOVEMBER, ONE ON 14TH NOVEMBER",1tabletthissaturday7thnovember1on14thnovember,0,0.14,NA,NA,NA,NA,NA,14,NA,NA
,1 TABLET TO ADD TO VENALINK,1tablettoaddtovenalink,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,"ONE TABLET TO BE GIVEN 28/5/16 , KEEP REMAINING TABLET IN STOCK",1tablettobegiven28516keepremainingtabletinstock,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TO BE TAKEN THREE TIMES A DAY,1tablettobetaken3timesaday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TO BE TAKEN 5 TIMES A DAY,1tablettobetaken5timesaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TO BE TAKEN AT AT MIDDAY,1tablettobetakenatatmidday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TO BE TAKEN AT NIGHT AS DIRECTED BY THE HOSPITAL,1tablettobetakenatnightasdirectedbythehospital,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TO BE TAKEN DAILY,1tablettobetakendaily,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TO BE TAKEN IN THE MORNING,1tablettobetakeninthemorning,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TO BE TAKEN IN THE MORNING,1tablettobetakeninthemorning,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TO BE TAKEN ONCE A WEEK AS DIRECTED BY THE HOSPITAL,1tablettobetakenonceaweekasdirectedbythehospital,0,0.14,NA,NA,NA,NA,NA,NA,NA,NA
,1TABLETTO BE TAKEN TWICE A DAY,1tablettobetakentwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TUESDAY AND FRIDAY,1tablettuesdayandfriday,0,0.28,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TWELVE HOURLY,1tablettwelvehourly,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE,1tablettwice,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAILY,1tablettwiceadaily,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY,1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY.,1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TWICE A DAY,1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET  TWICE A DAY,1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE  A DAY,1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE ADAY,1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (IP MAR 15),1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE   A DAY,1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,"1 TABLET, TWICE A DAY",1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETTWICE A DAY,1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  (IP  JUN  13),1tablettwiceaday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (0800 AND 1400),1tablettwiceaday0800and1400,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TWICE A DAY ONE HOUR BEFORE FOOD,1tablettwiceaday1hourbeforefood,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY 3 DAYS,1tablettwiceaday3days,0,2,NA,NA,NA,NA,NA,3,NA,NA
,1 TABLET TWICE A DAY (5 DAYS),1tablettwiceaday5days,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (6AM & 2PM,1tablettwiceaday6am2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (6AM &2PM),1tablettwiceaday6am2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE  A DAY 8:00 AND 14:00,1tablettwiceaday800and1400,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (8AM 2PM),1tablettwiceaday8am2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY 8AM 2PM,1tablettwiceaday8am2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (8AM & 2PM) ( IP NOV 13),1tablettwiceaday8am2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (8AM&2PM),1tablettwiceaday8am2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETTWICE  A DAY 8AM 2PM,1tablettwiceaday8am2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,"1 TABLET TWICE A DAY, 8AM/2PM  Notes for patient: r/v at 2 wks",1tablettwiceaday8am2pmnotesforpatientrvat2wks,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (8AM AND 1PM),1tablettwiceaday8amand1pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (8AM AND 2PM),1tablettwiceaday8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE  A DAY 8 AM AND 2 PM,1tablettwiceaday8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY 8AM AND 2PM,1tablettwiceaday8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TWICE A DAY 8AM AND 2PM,1tablettwiceaday8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY ( 8AM AND 2PM),1tablettwiceaday8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  8AM AND 2PM ( IP DEC 14 ),1tablettwiceaday8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY 8AM AND 2PM AS PER THE HOSPITAL FROM RECENT ADMISSION (PLEASE BOOK IN,1tablettwiceaday8amand2pmasperthehospitalfromrecentadmissionpleasebookin,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (8AM AND 2PM)  Notes for patient: PLEASE ARRNAGE AN APPOINTMENT FOR A,1tablettwiceaday8amand2pmnotesforpatientpleasearrnageanappointmentfora,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (8AM AND 2PM)  Notes for patient: PLEASE MAKE AN APPOINTMENT WITH NUR,1tablettwiceaday8amand2pmnotesforpatientpleasemakeanappointmentwithnur,0,2,NA,NA,NA,NA,NA,NA,NA,NA
x,"1 TABLET TWICE A DAY (8AM AND 2PM) ON MONDAY, WEDNESDAY, FRIDAY AND SUNDAY. TAKE 1 TABLET ",1tablettwiceaday8amand2pmonmondaywednesdayfridayandsundaytake1tablet,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (8AM AND 2PM) SLS HZC115151 PI DR GIBBONS SUBJECT,1tablettwiceaday8amand2pmslshzc115151pidrgibbonssubject,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (8AM AND ^PM),1tablettwiceaday8amandpm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (8AM AND ^PM) 1 TABLET (8AM) ON ALTERNATE DAYS,1tablettwiceaday8amandpm1tablet8amonalternatedays,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY AS DIRECTED BY CARDIOLOGY TEAM,1tablettwiceadayasdirectedbycardiologyteam,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY AS PER CARDIOLOGY,1tablettwiceadayaspercardiology,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY AS PER HOSPITAL ADVICE,1tablettwiceadayasperhospitaladvice,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY AS PER MSSU,1tablettwiceadayaspermssu,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY. AS PER URINE RESULT. PLEASE INFORM ANTICOAG CLINIC  Notes for patien,1tablettwiceadayasperurineresultpleaseinformanticoagclinicnotesforpatien,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY AS PER URINE SAMPLE RESULT. PLEASE REPEAT URINE SAMPLE IN A WEEKS TIM,1tablettwiceadayasperurinesampleresultpleaserepeaturinesampleinaweekstim,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE  A DAY AT 8AM AND 2PM,1tablettwiceadayat8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETTWICE A DAY AT 8AM AND 2PM,1tablettwiceadayat8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY AT 8AM AND 2PM,1tablettwiceadayat8amand2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY CHECK INR IN 1 DAY AND ASD BY ANTI COAG CLINIC,1tablettwiceadaycheckinrin1dayandasdbyanticoagclinic,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY. CONTACT GP / OOH DOCTORS IF NEEDS REVIEW,1tablettwiceadaycontactgpoohdoctorsifneedsreview,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY DAILY AS PER HEART FAILURE NURSES,1tablettwiceadaydailyasperheartfailurenurses,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TWICE A DAY. ENSURE ADEQUATE FLUID INTAKE WHILST TAKING THIS MEDICATION,1tablettwiceadayensureadequatefluidintakewhilsttakingthismedication,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY EXTENDED COURSE AS RECENT ADMISSION,1tablettwiceadayextendedcourseasrecentadmission,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY FOR 10 DAYS,1tablettwiceadayfor10days,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY FOR 1 WEEK,1tablettwiceadayfor1week,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY FOR 2 WEEKS THEN GO TO ONE DAILY,1tablettwiceadayfor2weeksthengoto1daily,0,2,NA,NA,NA,NA,1,14,1,NA
,ONE TABLET TWICE A DAY FOR THREE DAYS,1tablettwiceadayfor3days,0,2,NA,NA,NA,NA,NA,3,NA,NA
,1 TABLET TWICE A DAY FOR 3 DAYS,1tablettwiceadayfor3days,0,2,NA,NA,NA,NA,NA,3,NA,NA
,ONE TABLET TWICE A DAY FOR 3 DAYS,1tablettwiceadayfor3days,0,2,NA,NA,NA,NA,NA,3,NA,NA
,1 TABLET TWICE A DAY FOR THREE DAYS,1tablettwiceadayfor3days,0,2,NA,NA,NA,NA,NA,3,NA,NA
,ONE  TABLET TWICE A DAY (FOR 3DAYS),1tablettwiceadayfor3days,0,2,NA,NA,NA,NA,NA,3,NA,NA
,1 TABLET TWICE A DAY FOR 3 DAYS. EXTEND TO A WEEK OF NOT COMPLETELY SETTLED,1tablettwiceadayfor3daysextendtoaweekofnotcompletelysettled,0,2,NA,NA,NA,NA,NA,3,NA,NA
,1 TABLET TWICE A DAY FOR THREE DAYS (HANDWRITTEN SCRIPT ISSUED),1tablettwiceadayfor3dayshandwrittenscr,0,2,NA,NA,NA,NA,NA,3,NA,NA
,1 TABLET TWICE A DAY FOR 3 DAYS IF BETTER THEN STOP IF NOT CONTINUE FOR 4 MORE DAYS,1tablettwiceadayfor3daysifbetterthenstopifnotcontinuefor4moredays,0,2,NA,NA,NA,NA,NA,3,NA,NA
,1 TABLET TWICE A DAY FOR 3 DAYS INITIALLY. EXTEND TO A WEEKS COURSE IF SYMPTOMS NOT RESOLV,1tablettwiceadayfor3daysinitiallyextendtoaweekscourseifsymptomsnotresolv,0,2,NA,NA,NA,NA,NA,5,NA,NA
,"1 TABLET TWICE A DAY. FOR 3 DAYS INITIALLY, EXTENED TO 1 WEEK IF NOT CLEARED",1tablettwiceadayfor3daysinitiallyextenedto1weekifnotcleared,0,2,NA,NA,NA,NA,NA,5,NA,NA
,"1 TABLET TWICE A DAY FOR 3 DAYS  Notes for dispenser: Patient has GFR of 15, so using half",1tablettwiceadayfor3daysnotesfordispenserpatienthasgfrof15sousinghalf,0,2,NA,NA,NA,NA,NA,5,NA,NA
,1 TABLET TWICE A DAY FOR 3 DAYS  (OR 7 DAYS IF SYMPTOMS HAVE NOT SETTLED AFTER 3 DAYS),1tablettwiceadayfor3daysor7daysifsymptomshavenotsettledafter3days,0,2,NA,NA,NA,NA,NA,5,NA,NA
,1 TABLET TWICE A DAY FOR THREE DAYS (PLEASE CONTACT ANTICOAG CLINIC TO MAKE THEM AWARE YOU,1tablettwiceadayfor3dayspleasecontactanticoagclinictomakethemawareyou,0,2,NA,NA,NA,NA,NA,3,NA,NA
,1 TABLET TWICE A DAY FOR 3 DAYS THEN DECREASE TO 100MG TABLETS,1tablettwiceadayfor3daysthendecreaseto100mgtablets,0,2,NA,NA,NA,NA,1,3,NA,100
,"1 TABLET TWICE A DAY FOR 3 DAYS, THEN REDUCE TO EVERY DAY FOR 4 DAYS",1tablettwiceadayfor3daysthenreducetoeverydayfor4days,0,2,NA,NA,NA,NA,1,3,1,NA
,1 TABLET TWICE A DAY FOR 3 DAYS THEN RESEND MSU,1tablettwiceadayfor3daysthenresendmsu,0,2,NA,NA,NA,NA,NA,3,NA,NA
,1 TABLET TWICE A DAY FOR 5 DAYS,1tablettwiceadayfor5days,0,2,NA,NA,NA,NA,NA,5,NA,NA
,ONE TABLET TWICE A DAY FOR 5 DAYS,1tablettwiceadayfor5days,0,2,NA,NA,NA,NA,NA,5,NA,NA
,ONE TABLET TWICE A DAY FOR 5 DAYS FOR UTI,1tablettwiceadayfor5daysforuti,0,2,NA,NA,NA,NA,NA,5,NA,NA
,1 TABLET TWICE A DAY FOR 7 DAYS,1tablettwiceadayfor7days,0,2,NA,NA,NA,NA,NA,7,NA,NA
,ONE TABLET TWICE A DAY FOR 7 DAYS,1tablettwiceadayfor7days,0,2,NA,NA,NA,NA,NA,7,NA,NA
,1 TABLET TWICE A DAY FOR 7 DAYS. PLEASE LET THE WARFARIN CLINIC KNOW YOU ARE ON THIS MEDIC,1tablettwiceadayfor7dayspleaseletthewarfarinclinicknowyouareonthismedic,0,2,NA,NA,NA,NA,NA,7,NA,NA
,1 TABLET TWICE A DAY FOR ANOTHER 3 DAYS,1tablettwiceadayforanother3days,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TWICE A DAY FOR A WEEK,1tablettwiceadayforaweek,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY FOR DAYS AND THEN REPEAT TESTING URINE SAMPLE,1tablettwiceadayfordaysandthenrepeattestingurinesample,0,1.43,NA,NA,NA,NA,NA,7,NA,NA
,1 TABLET TWICE A DAY FOR FIRST 3 DAYS THEN ONCE DAILY FOR A FURTHER 4 DAYS. PLEASE SEND RE,1tablettwiceadayforfirst3daysthenoncedailyforafurther4dayspleasesendre,0,2,NA,NA,NA,NA,1,3,1,NA
,1 TABLET TWICE A DAY FOR INFECTED LEG ULCER,1tablettwiceadayforinfectedlegulcer,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ONE TABLET TWICE A DAY FOR SEVEN DAYS,1tablettwiceadayforsevendays,0,2,NA,NA,NA,NA,NA,7,NA,NA
,1 TABLET TWICE A DAY FOR SEVEN DAYS,1tablettwiceadayforsevendays,0,2,NA,NA,NA,NA,NA,7,NA,NA
,1 TABLET TWICE A DAY FOR THE BENEFIT OF YOUR HEART,1tablettwiceadayforthebenefitofyourheart,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY FOR THE BENEFIT OF YOUR KIDNEYS,1tablettwiceadayforthebenefitofyourkidneys,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY FOR UTI  (STOP THE REGULAR NITROFURANTOIN WHILST TAKING THIS),1tablettwiceadayforutistoptheregularnitrofurantoinwhilsttakingthis,0,2,NA,Stop,Nitrofurantoin,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (GIVE 4 DOSSETES PLEASE),1tablettwiceadaygive4dossetesplease,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE  A DAY IN ADDITION TO USUAL DOSE,1tablettwiceadayinadditiontousualdose,1,2,NA,NA,NA,NA,NA,NA,NA,NA
,"1 TABLET TWICE A DAY  Instalments: urgent, for today",1tablettwiceadayinstalmentsurgentfortoday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE  A DAY IN THE MORNING  ( 14 JUNE),1tablettwiceadayinthemorning14june,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY MON WED FRIDAY  AND ONE DAILY ON TUES THURS SAT AND SUNDAY,1tablettwiceadaymonwedfridayand1dailyontuesthurssatandsunday,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY (MORNING AND AT 2PM),1tablettwiceadaymorningandat2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY MORNING AND LUNCH,1tablettwiceadaymorningandlunch,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET  TWICE A DAY )MORNING AND LUNCH),1tablettwiceadaymorningandlunch,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,"1 TABLET TWICE A DAY, MORNING AND LUNCH TIME",1tablettwiceadaymorningandlunchtime,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY MORNING AND LUNCH TIME,1tablettwiceadaymorningandlunchtime,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  NEEDS REPEAT U&E AT 4 WEEKS,1tablettwiceadayneedsrepeatueat4weeks,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLETTWICE A DAY  Notes for dispenser: frequency increased to twice a day as per specia,1tablettwiceadaynotesfordispenserfrequencyincreasedtotwiceadayasperspecia,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,"1 TABLET TWICE A DAY  Notes for dispenser: (patient on trial HZC115151, subject id 001417,",1tablettwiceadaynotesfordispenserpatientontrialhzc115151subjectid001417,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for dispenser: Please can you deliver this medication today.Th,1tablettwiceadaynotesfordispenserpleasecanyoudeliverthismedicationtodayth,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for dispenser: please deliver. Thanks.,1tablettwiceadaynotesfordispenserpleasedeliverthanks,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for dispenser: please deliver to patient's home.,1tablettwiceadaynotesfordispenserpleasedelivertopatientshome,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for dispenser: Please deliver to patient today.Thanks.  Notes ,1tablettwiceadaynotesfordispenserpleasedelivertopatienttodaythanksnotes,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for dispenser: pls could this be delivered,1tablettwiceadaynotesfordispenserplscouldthisbedelivered,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY   Notes for dispenser: renal impairment,1tablettwiceadaynotesfordispenserrenalimpairment,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for dispenser: SLS/HZC115151/Pi:DrRaj/SubjectNo:004379,1tablettwiceadaynotesfordispenserslshzc115151pidrrajsubjectno004379,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for dispenser: to cover cathether change.,1tablettwiceadaynotesfordispensertocovercathetherchange,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for dispenser: to temporarily replace out-of stock 120mg bd ta,1tablettwiceadaynotesfordispensertotemporarilyreplaceoutofstock120mgbdta,0,2,NA,Replace,Bendroflumethiazide,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for dispenser: to temporarily replace out-of-stock 120mg tabs ,1tablettwiceadaynotesfordispensertotemporarilyreplaceoutofstock120mgtabs,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,"1 TABLET TWICE A DAY  Notes for dispenser: urgent, needed today",1tablettwiceadaynotesfordispenserurgentneededtoday,0,2,NA,NA,NA,NA,NA,NA,NA,NA
x,"ONE TABLET TWICE A DAY  Notes for patient: Dear Mr Scott,    Can you book to see the GP pl",1tablettwiceadaynotesforpatientdearmrscottcanyoubooktoseethegppl,0,2,NA,NA,NA,NA,NA,NA,NA,NA
x,1 TABLET TWICE A DAY  Notes for patient: Dear Mrs Taylor    Please could you do a urine sa,1tablettwiceadaynotesforpatientdearmrstaylorpleasecouldyoudoaurinesa,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for patient: please advise anticoagulant clinic that you have ,1tablettwiceadaynotesforpatientpleaseadviseanticoagulantclinicthatyouhave,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for patient: please advise anticoagulation clinic that you hav,1tablettwiceadaynotesforpatientpleaseadviseanticoagulationclinicthatyouhav,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for patient: Please drop urine sample off for MSU first.,1tablettwiceadaynotesforpatientpleasedropurinesampleoffformsufirst,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for patient: please inform anticoagulant clinic that you have ,1tablettwiceadaynotesforpatientpleaseinformanticoagulantclinicthatyouhave,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for patient: PLEASE INFORM WARFARIN CLINIC THAT YOU ARE ON THI,1tablettwiceadaynotesforpatientpleaseinformwarfarinclinicthatyouareonthi,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 TABLET TWICE A DAY  Notes for patient: Please make an appointment if your symptoms are n,1tablettwiceadaynotesforpatientpleasemakeanappointmentifyoursymptomsaren,0,2,NA,NA,NA,NA,NA,NA,NA,NA
